complaint_id,created_at,language,complaint_text,normalized_text,category,department,priority,location_type,specific_location,affected_population,safety_flag,repeat_count,is_duplicate,duplicate_of_id,resolution_time_hours,status,resolution_notes
CMP-03846,2026-06-29 00:24:00,ta_en,staircase railing loose ah iruku at Library Entrance. Kindly action edunga.,staircase railing loose ah iruku at library entrance kindly action edunga,Safety and Security,Security Office,Critical,Parking,Library Entrance,66,1,3,1,CMP-02752,0.5,In Progress,
CMP-02137,2026-06-29 08:12:00,ta_en,food price wrong ah iruku at Main Canteen. Kindly action edunga.,food price wrong ah iruku at main canteen kindly action edunga,Food and Canteen,Canteen Committee,High,Canteen,Main Canteen,135,1,0,0,,10.05,Closed,Synthetic resolution record
CMP-02031,2026-06-29 09:29:00,ta_en,Hostel Mess la drinking water dispenser work aagala. Please check pannunga.,hostel mess la drinking water dispenser work aagala please check pannunga,Food and Canteen,Canteen Committee,Low,Canteen,Hostel Mess,140,0,2,0,,17.91,In Progress,
CMP-00049,2026-06-29 12:35:00,en,I want to report that the student portal is not loading in Computer Laboratory.,i want to report that the student portal is not loading in computer laboratory,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,Computer Laboratory,25,0,0,0,,7.07,Resolved,Synthetic resolution record
CMP-00059,2026-06-29 14:17:00,ta,உணவின் விலை தவறாக உள்ளது பிரச்சனை Hostel Mess இடத்தில் உள்ளது.,உணவ ன வ ல தவற க உள ளத ப ரச சன hostel mess இடத த ல உள ளத,Food and Canteen,Canteen Committee,High,Canteen,Hostel Mess,156,1,2,0,,7.2,Closed,Synthetic resolution record
CMP-03666,2026-06-29 14:29:00,ta,Hostel Mess பகுதியில் உணவின் விலை தவறாக உள்ளது. தயவுசெய்து சரிசெய்யவும்.,hostel mess பக த ய ல உணவ ன வ ல தவற க உள ளத தயவ ச ய த சர ச ய யவ ம,Food and Canteen,Canteen Committee,Low,Canteen,Hostel Mess,118,0,3,1,CMP-02031,6.25,In Progress,
CMP-03744,2026-06-29 16:04:00,ta,அடையாள அட்டை கோரிக்கை தாமதமாகிறது பிரச்சனை Scholarship Office இடத்தில் உள்ளது.,அட ய ள அட ட க ர க க த மதம க றத ப ரச சன scholarship office இடத த ல உள ளத,Administration and Documents,Administrative Office,Low,Office,Scholarship Office,4,0,1,1,CMP-00386,69.7,In Progress,
CMP-03075,2026-06-29 16:05:00,ta,Route 2 Bus Stop பகுதியில் வளாக பேருந்து தாமதமாக வந்தது. தயவுசெய்து சரிசெய்யவும்.,route 2 bus stop பக த ய ல வள க ப ர ந த த மதம க வந தத தயவ ச ய த சர ச ய யவ ம,Transport and Parking,Transport Cell,Medium,Parking,Route 2 Bus Stop,73,0,1,1,CMP-02256,26.07,Open,
CMP-00364,2026-06-29 16:50:00,en,I want to report that the food quality is poor in Hostel Mess.,i want to report that the food quality is poor in hostel mess,Food and Canteen,Canteen Committee,High,Canteen,Hostel Mess,154,1,0,0,,5.48,Resolved,Synthetic resolution record
CMP-01705,2026-06-29 16:52:00,ta_en,ERP login aagala at Hostel Block A. Kindly action edunga.,erp login aagala at hostel block a kindly action edunga,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,Hostel Block A,69,0,1,0,,24.94,Closed,Synthetic resolution record
CMP-03541,2026-06-29 17:24:00,ta,Computer Laboratory இல் ஈஆர்பி உள்நுழைவு தோல்வியடைந்தது. உடனடியாக நடவடிக்கை எடுக்கவும்.,computer laboratory இல ஈஆர ப உள ந ழ வ த ல வ யட ந தத உடனட ய க நடவட க க எட க கவ ம,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,Computer Laboratory,34,0,1,1,CMP-00049,9.56,Closed,Synthetic resolution record
CMP-01893,2026-06-29 18:20:00,en,Please check water is leaking near an electrical panel at Campus Road.,please check water is leaking near an electrical panel at campus road,Safety and Security,Security Office,Medium,Campus Building,Campus Road,154,1,1,0,,9.77,Resolved,Synthetic resolution record
CMP-01871,2026-06-29 18:23:00,en,Please check the food quality is poor at Hostel Mess.,please check the food quality is poor at hostel mess,Food and Canteen,Canteen Committee,Low,Canteen,Hostel Mess,148,0,1,0,,16.72,Closed,Synthetic resolution record
CMP-03563,2026-06-29 18:44:00,ta,அறிவிப்பின்றி பேருந்து பாதை மாற்றப்பட்டது பிரச்சனை Route 1 Bus Stop இடத்தில் உள்ளது.,அற வ ப ப ன ற ப ர ந த ப த ம ற றப பட டத ப ரச சன route 1 bus stop இடத த ல உள ளத,Transport and Parking,Transport Cell,High,Campus Road,Route 1 Bus Stop,107,0,3,1,CMP-01936,6.49,Resolved,Synthetic resolution record
CMP-03214,2026-06-29 19:06:00,ta_en,Girls Hostel Washroom area la water supply varala.,girls hostel washroom area la water supply varala,Water and Plumbing,Plumbing and Civil Maintenance,High,Campus Building,Girls Hostel Washroom,102,0,1,1,CMP-01434,18.73,Closed,Synthetic resolution record
CMP-00783,2026-06-29 19:25:00,en,Urgent attention is needed because the Wi-Fi is not working in Central Library Reading Hall.,urgent attention is needed because the wi fi is not working in central library reading hall,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,Central Library Reading Hall,26,0,1,0,,7.32,Resolved,Synthetic resolution record
CMP-03021,2026-06-29 19:25:00,en,I want to report that the drinking water dispenser is not working in North Canteen.,i want to report that the drinking water dispenser is not working in north canteen,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,146,0,3,1,CMP-01324,15.36,Resolved,Synthetic resolution record
CMP-01366,2026-06-29 20:22:00,en,I want to report that the food quality is poor in Main Canteen.,i want to report that the food quality is poor in main canteen,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,127,0,1,0,,2.73,Resolved,Synthetic resolution record
CMP-02950,2026-06-29 20:58:00,en,There is a problem because the toilet is blocked at Hostel Block C.,there is a problem because the toilet is blocked at hostel block c,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Hostel,Hostel Block C,83,0,1,0,,5.52,Closed,Synthetic resolution record
CMP-03751,2026-06-29 21:39:00,ta,Hostel Mess இல் கேன்டீன் சேவை மிகவும் மெதுவாக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel mess இல க ன ட ன ச வ ம கவ ம ம த வ க உள ளத உடனட ய க நடவட க க எட க கவ ம,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,47,0,1,1,CMP-01086,8.66,Closed,Synthetic resolution record
CMP-03570,2026-06-30 04:59:00,ta,Girls Hostel Washroom பகுதியில் தண்ணீர் வழங்கல் இல்லை. தயவுசெய்து சரிசெய்யவும்.,girls hostel washroom பக த ய ல தண ண ர வழங கல இல ல தயவ ச ய த சர ச ய யவ ம,Water and Plumbing,Plumbing and Civil Maintenance,High,Hostel,Girls Hostel Washroom,155,0,1,1,CMP-00468,14.61,Closed,Synthetic resolution record
CMP-03194,2026-06-30 05:37:00,en,Urgent attention is needed because the food price is incorrect in North Canteen.,urgent attention is needed because the food price is incorrect in north canteen,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,41,0,2,1,CMP-02182,8.29,In Progress,
CMP-03608,2026-06-30 10:14:00,ta_en,"Hostel Room 312 la room clean pannala, immediate ah solve pannunga.",hostel room 312 la room clean pannala immediate ah solve pannunga,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Hostel Room 312,109,0,3,1,CMP-02269,61.79,In Progress,
CMP-02054,2026-06-30 10:31:00,ta_en,window damage aagiruku at Hostel Room 312. Kindly action edunga.,window damage aagiruku at hostel room 312 kindly action edunga,Hostel and Accommodation,Hostel Administration,Low,Hostel,Hostel Room 312,24,0,1,0,,39.53,Resolved,Synthetic resolution record
CMP-02165,2026-06-30 10:36:00,ta,Hostel Block B பகுதியில் குழாயில் தண்ணீர் கசிகிறது. தயவுசெய்து சரிசெய்யவும்.,hostel block b பக த ய ல க ழ ய ல தண ண ர கச க றத தயவ ச ய த சர ச ய யவ ம,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Canteen,Hostel Block B,98,0,1,0,,18.83,Resolved,Synthetic resolution record
CMP-01631,2026-06-30 11:21:00,ta_en,Engineering Block area la staircase railing loose ah iruku.,engineering block area la staircase railing loose ah iruku,Safety and Security,Security Office,Critical,Parking,Engineering Block,70,1,0,0,,1.82,Resolved,Synthetic resolution record
CMP-01941,2026-06-30 11:40:00,ta_en,Main Canteen area la drinking water dispenser work aagala.,main canteen area la drinking water dispenser work aagala,Food and Canteen,Canteen Committee,Critical,Canteen,Main Canteen,138,1,1,0,,1.24,In Progress,
CMP-00888,2026-06-30 12:11:00,en,I want to report that the internet connection is very slow in Computer Laboratory.,i want to report that the internet connection is very slow in computer laboratory,Wi-Fi and IT Services,IT Support and Network Cell,Low,Library,Computer Laboratory,120,0,1,0,,22.52,In Progress,
CMP-03448,2026-06-30 14:03:00,en,Please check the drinking water dispenser is not working at Main Canteen.,please check the drinking water dispenser is not working at main canteen,Food and Canteen,Canteen Committee,High,Canteen,Main Canteen,88,1,1,1,CMP-02137,9.2,Open,
CMP-03161,2026-06-30 14:12:00,ta,Campus Road பகுதியில் படிக்கட்டு கைப்பிடி தளர்வாக உள்ளது. தயவுசெய்து சரிசெய்யவும்.,campus road பக த ய ல பட க கட ட க ப ப ட தளர வ க உள ளத தயவ ச ய த சர ச ய யவ ம,Safety and Security,Security Office,Critical,Parking,Campus Road,102,1,2,1,CMP-00206,2.5,Resolved,Synthetic resolution record
CMP-02300,2026-06-30 14:23:00,en,There is a problem because the cupboard lock is not working at Girls Hostel Block A.,there is a problem because the cupboard lock is not working at girls hostel block a,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block A,55,0,2,0,,45.29,In Progress,
CMP-03847,2026-06-30 14:33:00,ta,மாணவர் தளம் திறக்கவில்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,ம ணவர தளம த றக கவ ல ல ப ரச சன hostel block b இடத த ல உள ளத,Wi-Fi and IT Services,IT Support and Network Cell,High,Library,Hostel Block B,91,0,2,1,CMP-02670,17.56,Resolved,Synthetic resolution record
CMP-00687,2026-06-30 15:11:00,ta,Engineering Block இல் குழல் விளக்கு மின்னுகிறது. உடனடியாக நடவடிக்கை எடுக்கவும்.,engineering block இல க ழல வ ளக க ம ன ன க றத உடனட ய க நடவட க க எட க கவ ம,Electrical and Power,Electrical Maintenance,Medium,Classroom,Engineering Block,54,0,1,0,,14.75,In Progress,
CMP-00125,2026-06-30 15:13:00,ta_en,bus romba crowded ah iruku at Route 3 Bus Stop. Kindly action edunga.,bus romba crowded ah iruku at route 3 bus stop kindly action edunga,Transport and Parking,Transport Cell,High,Campus Road,Route 3 Bus Stop,150,0,2,0,,6.2,Open,
CMP-01629,2026-06-30 15:42:00,en,Urgent attention is needed because the campus bus arrived late in College Entrance.,urgent attention is needed because the campus bus arrived late in college entrance,Transport and Parking,Transport Cell,High,Parking,College Entrance,16,0,0,0,,6.15,In Progress,
CMP-03768,2026-06-30 18:04:00,ta_en,C-305 area la projector display varala.,c 305 area la projector display varala,Classroom and Laboratory,Academic Infrastructure,Low,Classroom,C-305,31,0,1,1,CMP-00588,20.75,Resolved,Synthetic resolution record
CMP-01975,2026-06-30 19:26:00,ta_en,"Hostel Block B la corridor light eriyala, immediate ah solve pannunga.",hostel block b la corridor light eriyala immediate ah solve pannunga,Electrical and Power,Electrical Maintenance,High,Classroom,Hostel Block B,68,0,1,0,,20.08,Closed,Synthetic resolution record
CMP-03237,2026-06-30 21:43:00,ta,Engineering Block பகுதியில் கழிவறை குழாய் உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,engineering block பக த ய ல கழ வற க ழ ய உட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Engineering Block,144,0,2,1,CMP-00996,3.47,In Progress,
CMP-03685,2026-07-01 07:49:00,ta,Engineering Block பகுதியில் மின்பலகையின் அருகில் தண்ணீர் கசிகிறது. தயவுசெய்து சரிசெய்யவும்.,engineering block பக த ய ல ம ன பலக ய ன அர க ல தண ண ர கச க றத தயவ ச ய த சர ச ய யவ ம,Safety and Security,Security Office,Critical,Parking,Engineering Block,43,1,1,1,CMP-01631,1.16,Resolved,Synthetic resolution record
CMP-00173,2026-07-01 10:00:00,ta,மின்சார சுவிட்ச் சேதமடைந்துள்ளது பிரச்சனை Engineering Block இடத்தில் உள்ளது.,ம ன ச ர ச வ ட ச ச தமட ந த ள ளத ப ரச சன engineering block இடத த ல உள ளத,Electrical and Power,Electrical Maintenance,Medium,Classroom,Engineering Block,54,0,0,0,,14.35,Resolved,Synthetic resolution record
CMP-00853,2026-07-01 10:02:00,en,There is a problem because the Wi-Fi is not working at Hostel Block A.,there is a problem because the wi fi is not working at hostel block a,Wi-Fi and IT Services,IT Support and Network Cell,High,Classroom,Hostel Block A,64,0,1,0,,10.55,Resolved,Synthetic resolution record
CMP-00130,2026-07-01 11:22:00,ta_en,washroom tap broken ah iruku at Hostel Block B. Kindly action edunga.,washroom tap broken ah iruku at hostel block b kindly action edunga,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Hostel Block B,25,0,2,0,,8.79,Resolved,Synthetic resolution record
CMP-02220,2026-07-01 11:25:00,en,There is a problem because the marksheet correction request is pending at Accounts Office.,there is a problem because the marksheet correction request is pending at accounts office,Administration and Documents,Administrative Office,Medium,Office,Accounts Office,3,0,2,0,,48.06,Closed,Synthetic resolution record
CMP-02848,2026-07-01 12:47:00,en,I want to report that garbage has accumulated in Academic Block Corridor.,i want to report that garbage has accumulated in academic block corridor,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Hostel,Academic Block Corridor,196,0,1,0,,12.12,In Progress,
CMP-02622,2026-07-01 15:46:00,ta_en,food quality poor ah iruku at Hostel Mess. Kindly action edunga.,food quality poor ah iruku at hostel mess kindly action edunga,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,31,0,0,0,,29.62,Closed,Synthetic resolution record
CMP-01020,2026-07-01 16:54:00,en,Urgent attention is needed because the tube light is flickering in Hostel Block A.,urgent attention is needed because the tube light is flickering in hostel block a,Electrical and Power,Electrical Maintenance,Medium,Classroom,Hostel Block A,33,0,0,0,,24.32,Closed,Synthetic resolution record
CMP-01729,2026-07-01 17:13:00,ta_en,"Hostel Mess la food quality poor ah iruku, immediate ah solve pannunga.",hostel mess la food quality poor ah iruku immediate ah solve pannunga,Food and Canteen,Canteen Committee,High,Canteen,Hostel Mess,117,1,0,0,,10.22,Open,
CMP-00980,2026-07-01 17:26:00,ta_en,Hostel Block C la water supply varala. Please check pannunga.,hostel block c la water supply varala please check pannunga,Water and Plumbing,Plumbing and Civil Maintenance,High,Washroom,Hostel Block C,59,0,1,0,,12.8,Resolved,Synthetic resolution record
CMP-02006,2026-07-01 17:41:00,ta_en,Student Service Centre la bonafide certificate request pending la iruku. Please check pannunga.,student service centre la bonafide certificate request pending la iruku please check pannunga,Administration and Documents,Administrative Office,High,Office,Student Service Centre,13,0,2,0,,76.69,Resolved,Synthetic resolution record
CMP-02304,2026-07-01 18:48:00,ta_en,window damage aagiruku at Hostel Room 312. Kindly action edunga.,window damage aagiruku at hostel room 312 kindly action edunga,Hostel and Accommodation,Hostel Administration,High,Hostel,Hostel Room 312,50,0,1,0,,19.71,Open,
CMP-02619,2026-07-01 19:14:00,ta_en,ERP login aagala at Hostel Block B. Kindly action edunga.,erp login aagala at hostel block b kindly action edunga,Wi-Fi and IT Services,IT Support and Network Cell,Critical,Classroom,Hostel Block B,69,0,2,0,,2.67,Open,
CMP-00328,2026-07-01 19:50:00,en,Please check the water tank is overflowing at Hostel Block C.,please check the water tank is overflowing at hostel block c,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Hostel Block C,183,0,0,0,,3.38,Resolved,Synthetic resolution record
CMP-01463,2026-07-01 20:26:00,ta_en,tube light flicker aagudhu at Hostel Block B. Kindly action edunga.,tube light flicker aagudhu at hostel block b kindly action edunga,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Hostel Block B,50,0,1,0,,20.1,Resolved,Synthetic resolution record
CMP-00739,2026-07-01 20:29:00,en,Urgent attention is needed because the washroom tap is broken in Hostel Block A.,urgent attention is needed because the washroom tap is broken in hostel block a,Water and Plumbing,Plumbing and Civil Maintenance,Low,Canteen,Hostel Block A,95,0,1,0,,26.64,Closed,Synthetic resolution record
CMP-03279,2026-07-01 21:12:00,ta,இணைய இணைப்பு மிகவும் மெதுவாக உள்ளது பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,இண ய இண ப ப ம கவ ம ம த வ க உள ளத ப ரச சன hostel block b இடத த ல உள ளத,Wi-Fi and IT Services,IT Support and Network Cell,Critical,Classroom,Hostel Block B,45,0,3,1,CMP-02619,2.63,In Progress,
CMP-02471,2026-07-02 09:16:00,en,I want to report that the room door lock is broken in Girls Hostel Block B.,i want to report that the room door lock is broken in girls hostel block b,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block B,20,0,1,0,,28.26,Resolved,Synthetic resolution record
CMP-00865,2026-07-02 09:28:00,en,Please check the campus street light is not working at Parking Area.,please check the campus street light is not working at parking area,Safety and Security,Security Office,Critical,Parking,Parking Area,60,1,0,0,,3.63,Resolved,Synthetic resolution record
CMP-01007,2026-07-02 13:04:00,ta,Hostel Block B பகுதியில் மின்விசிறி வேலை செய்யவில்லை. தயவுசெய்து சரிசெய்யவும்.,hostel block b பக த ய ல ம ன வ ச ற வ ல ச ய யவ ல ல தயவ ச ய த சர ச ய யவ ம,Electrical and Power,Electrical Maintenance,High,Campus Building,Hostel Block B,176,0,2,0,,6.42,Open,
CMP-02044,2026-07-02 13:08:00,ta_en,corridor dirty ah iruku at Main Canteen. Kindly action edunga.,corridor dirty ah iruku at main canteen kindly action edunga,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Main Canteen,39,0,2,0,,7.53,In Progress,
CMP-01918,2026-07-02 16:12:00,ta,Route 3 Bus Stop பகுதியில் வாகனம் வளாக நுழைவாயிலை மறைத்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,route 3 bus stop பக த ய ல வ கனம வள க ந ழ வ ய ல மற த த ள ளத தயவ ச ய த சர ச ய யவ ம,Transport and Parking,Transport Cell,Medium,Parking,Route 3 Bus Stop,30,0,2,0,,16.85,Open,
CMP-01791,2026-07-02 16:40:00,en,Urgent attention is needed because the food price is incorrect in Hostel Mess.,urgent attention is needed because the food price is incorrect in hostel mess,Food and Canteen,Canteen Committee,High,Canteen,Hostel Mess,44,1,2,0,,10.32,Resolved,Synthetic resolution record
CMP-02396,2026-07-02 18:05:00,en,I want to report that there is a broken glass panel in Parking Area.,i want to report that there is a broken glass panel in parking area,Safety and Security,Security Office,High,Parking,Parking Area,17,1,0,0,,7.37,Resolved,Synthetic resolution record
CMP-03601,2026-07-02 18:55:00,ta_en,Engineering Block la current supply illa. Please check pannunga.,engineering block la current supply illa please check pannunga,Electrical and Power,Electrical Maintenance,Medium,Classroom,Engineering Block,59,0,1,1,CMP-00173,18.67,Closed,Synthetic resolution record
CMP-03628,2026-07-03 03:11:00,ta,அறை கதவு பூட்டு உடைந்துள்ளது பிரச்சனை Hostel Room 312 இடத்தில் உள்ளது.,அற கதவ ப ட ட உட ந த ள ளத ப ரச சன hostel room 312 இடத த ல உள ளத,Hostel and Accommodation,Hostel Administration,High,Hostel,Hostel Room 312,188,0,2,1,CMP-02304,11.38,In Progress,
CMP-02348,2026-07-03 08:14:00,ta_en,Academic Office la fee payment portal la update aagala. Please check pannunga.,academic office la fee payment portal la update aagala please check pannunga,Administration and Documents,Administrative Office,Low,Office,Academic Office,23,0,0,0,,57.87,Resolved,Synthetic resolution record
CMP-01731,2026-07-03 09:38:00,ta,வளாக பேருந்து தாமதமாக வந்தது பிரச்சனை Route 1 Bus Stop இடத்தில் உள்ளது.,வள க ப ர ந த த மதம க வந தத ப ரச சன route 1 bus stop இடத த ல உள ளத,Transport and Parking,Transport Cell,Critical,Campus Road,Route 1 Bus Stop,48,0,2,0,,8.05,Resolved,Synthetic resolution record
CMP-00706,2026-07-03 09:58:00,en,Please check the student portal is not loading at Computer Laboratory.,please check the student portal is not loading at computer laboratory,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Laboratory,Computer Laboratory,50,0,1,0,,18.1,Resolved,Synthetic resolution record
CMP-01849,2026-07-03 11:36:00,en,There is a problem because the cupboard lock is not working at Boys Hostel Block A.,there is a problem because the cupboard lock is not working at boys hostel block a,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Boys Hostel Block A,207,0,2,0,,45.18,Open,
CMP-01101,2026-07-03 12:59:00,en,Urgent attention is needed because there is a bad smell near the waste area in Girls Hostel Washroom.,urgent attention is needed because there is a bad smell near the waste area in girls hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Canteen,Girls Hostel Washroom,117,0,2,0,,4.9,In Progress,
CMP-00768,2026-07-03 13:13:00,ta,அறை கதவு பூட்டு உடைந்துள்ளது பிரச்சனை Girls Hostel Block A இடத்தில் உள்ளது.,அற கதவ ப ட ட உட ந த ள ளத ப ரச சன girls hostel block a இடத த ல உள ளத,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block A,102,0,1,0,,45.92,In Progress,
CMP-01449,2026-07-03 14:57:00,en,Urgent attention is needed because there is no water supply in Girls Hostel Washroom.,urgent attention is needed because there is no water supply in girls hostel washroom,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Girls Hostel Washroom,74,0,2,0,,15.53,In Progress,
CMP-00148,2026-07-03 15:06:00,en,I want to report that the fee payment is not updated in the portal in Academic Office.,i want to report that the fee payment is not updated in the portal in academic office,Administration and Documents,Administrative Office,Low,Office,Academic Office,1,0,2,0,,227.01,Open,
CMP-01393,2026-07-03 15:30:00,en,Please check the drinking water dispenser is not working at Main Canteen.,please check the drinking water dispenser is not working at main canteen,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,91,0,1,0,,28.41,Resolved,Synthetic resolution record
CMP-03736,2026-07-03 16:09:00,ta,மெத்தை சேதமடைந்துள்ளது பிரச்சனை Boys Hostel Block A இடத்தில் உள்ளது.,ம த த ச தமட ந த ள ளத ப ரச சன boys hostel block a இடத த ல உள ளத,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Boys Hostel Block A,185,0,3,1,CMP-01849,38.8,In Progress,
CMP-02081,2026-07-03 17:18:00,ta_en,Student Service Centre la ID card request delay aagudhu. Please check pannunga.,student service centre la id card request delay aagudhu please check pannunga,Administration and Documents,Administrative Office,Low,Office,Student Service Centre,19,0,1,0,,132.53,Resolved,Synthetic resolution record
CMP-01706,2026-07-03 17:28:00,ta,Engineering Block பகுதியில் கண்ணாடி பலகம் உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,engineering block பக த ய ல கண ண ட பலகம உட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Safety and Security,Security Office,High,Campus Building,Engineering Block,182,1,1,0,,4.39,In Progress,
CMP-01130,2026-07-03 17:33:00,ta_en,corridor dirty ah iruku at Academic Block Corridor. Kindly action edunga.,corridor dirty ah iruku at academic block corridor kindly action edunga,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Academic Block Corridor,118,0,2,0,,11.31,In Progress,
CMP-00128,2026-07-03 19:30:00,en,Urgent attention is needed because the bonafide certificate request is pending in Scholarship Office.,urgent attention is needed because the bonafide certificate request is pending in scholarship office,Administration and Documents,Administrative Office,Low,Office,Scholarship Office,25,0,2,0,,99.97,Open,
CMP-00564,2026-07-03 20:26:00,en,I want to report that the bus is overcrowded in Route 1 Bus Stop.,i want to report that the bus is overcrowded in route 1 bus stop,Transport and Parking,Transport Cell,Medium,Campus Road,Route 1 Bus Stop,63,0,1,0,,29.91,Resolved,Synthetic resolution record
CMP-01725,2026-07-03 20:39:00,ta_en,bonafide certificate request pending la iruku at Examination Cell. Kindly action edunga.,bonafide certificate request pending la iruku at examination cell kindly action edunga,Administration and Documents,Administrative Office,Low,Office,Examination Cell,8,0,1,0,,115.8,In Progress,
CMP-03627,2026-07-04 05:16:00,ta,Parking Area பகுதியில் மின்பலகையின் அருகில் தண்ணீர் கசிகிறது. தயவுசெய்து சரிசெய்யவும்.,parking area பக த ய ல ம ன பலக ய ன அர க ல தண ண ர கச க றத தயவ ச ய த சர ச ய யவ ம,Safety and Security,Security Office,Critical,Parking,Parking Area,62,1,1,1,CMP-00865,2.28,In Progress,
CMP-03871,2026-07-04 08:10:00,ta_en,Girls Hostel Block B area la room clean pannala.,girls hostel block b area la room clean pannala,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block B,140,0,2,1,CMP-02471,5.81,Resolved,Synthetic resolution record
CMP-03658,2026-07-04 09:04:00,en,Please check there is a power outage at Hostel Block B.,please check there is a power outage at hostel block b,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Hostel Block B,37,0,2,1,CMP-01463,10.21,Resolved,Synthetic resolution record
CMP-01812,2026-07-04 10:34:00,ta,Route 2 Bus Stop இல் நிறுத்துமிடம் கிடைக்கவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,route 2 bus stop இல ந ற த த ம டம க ட க கவ ல ல உடனட ய க நடவட க க எட க கவ ம,Transport and Parking,Transport Cell,Medium,Campus Road,Route 2 Bus Stop,86,0,1,0,,41.02,Open,
CMP-03725,2026-07-04 10:35:00,ta,Computer Laboratory இல் ஈஆர்பி உள்நுழைவு தோல்வியடைந்தது. உடனடியாக நடவடிக்கை எடுக்கவும்.,computer laboratory இல ஈஆர ப உள ந ழ வ த ல வ யட ந தத உடனட ய க நடவட க க எட க கவ ம,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Laboratory,Computer Laboratory,77,0,2,1,CMP-00706,24.53,In Progress,
CMP-02976,2026-07-04 11:43:00,en,I want to report that the food price is incorrect in Hostel Mess.,i want to report that the food price is incorrect in hostel mess,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,117,0,2,0,,8.34,Open,
CMP-01322,2026-07-04 12:59:00,ta_en,Hostel Block B area la glass panel broken ah iruku.,hostel block b area la glass panel broken ah iruku,Safety and Security,Security Office,High,Parking,Hostel Block B,13,1,2,0,,2.69,Open,
CMP-02161,2026-07-04 14:03:00,en,There is a problem because the canteen service is very slow at Main Canteen.,there is a problem because the canteen service is very slow at main canteen,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,104,0,1,0,,25.16,Resolved,Synthetic resolution record
CMP-01477,2026-07-04 14:58:00,en,Urgent attention is needed because the hostel room is not cleaned in Girls Hostel Block B.,urgent attention is needed because the hostel room is not cleaned in girls hostel block b,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block B,206,0,1,0,,33.16,Closed,Synthetic resolution record
CMP-02052,2026-07-04 15:46:00,ta_en,Main Canteen area la toilet block aagiruku.,main canteen area la toilet block aagiruku,Water and Plumbing,Plumbing and Civil Maintenance,Low,Campus Building,Main Canteen,152,0,2,0,,26.46,Closed,Synthetic resolution record
CMP-02250,2026-07-04 15:58:00,ta_en,"Library Washroom la dustbin overflow aagudhu, immediate ah solve pannunga.",library washroom la dustbin overflow aagudhu immediate ah solve pannunga,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Library Washroom,179,0,2,0,,15.64,Closed,Synthetic resolution record
CMP-00142,2026-07-04 17:49:00,ta_en,"Main Canteen la food quality poor ah iruku, immediate ah solve pannunga.",main canteen la food quality poor ah iruku immediate ah solve pannunga,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,92,0,1,0,,3.23,Open,
