complaint_id,complaint_text,normalized_text,category,department,priority,location_type,specific_location,is_duplicate,duplicate_of_id
CMP-01059,Please check there is no water supply at Main Canteen.,please check there is no water supply at main canteen,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Main Canteen,0,
CMP-01874,Academic Office la marksheet correction pending la iruku. Please check pannunga.,academic office la marksheet correction pending la iruku please check pannunga,Administration and Documents,Administrative Office,Low,Office,Academic Office,0,
CMP-02496,பொனஃபைடு சான்றிதழ் கோரிக்கை நிலுவையில் உள்ளது பிரச்சனை Academic Office இடத்தில் உள்ளது.,ப னஃப ட ச ன ற தழ க ர க க ந ல வ ய ல உள ளத ப ரச சன academic office இடத த ல உள ளத,Administration and Documents,Administrative Office,Low,Office,Academic Office,0,
CMP-03238,I want to report that the corridor is dirty in Main Canteen.,i want to report that the corridor is dirty in main canteen,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Campus Road,Main Canteen,1,CMP-02313
CMP-00481,அடையாள அட்டை கோரிக்கை தாமதமாகிறது பிரச்சனை Examination Cell இடத்தில் உள்ளது.,அட ய ள அட ட க ர க க த மதம க றத ப ரச சன examination cell இடத த ல உள ளத,Administration and Documents,Administrative Office,High,Office,Examination Cell,0,
CMP-01720,Route 2 Bus Stop பகுதியில் நிறுத்துமிடம் கிடைக்கவில்லை. தயவுசெய்து சரிசெய்யவும்.,route 2 bus stop பக த ய ல ந ற த த ம டம க ட க கவ ல ல தயவ ச ய த சர ச ய யவ ம,Transport and Parking,Transport Cell,Medium,Campus Road,Route 2 Bus Stop,0,
CMP-01155,Examination Cell இல் பொனஃபைடு சான்றிதழ் கோரிக்கை நிலுவையில் உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,examination cell இல ப னஃப ட ச ன ற தழ க ர க க ந ல வ ய ல உள ளத உடனட ய க நடவட க க எட க கவ ம,Administration and Documents,Administrative Office,Critical,Office,Examination Cell,0,
CMP-00075,உணவு சுகாதாரமற்றதாக உள்ளது பிரச்சனை North Canteen இடத்தில் உள்ளது.,உணவ ச க த ரமற றத க உள ளத ப ரச சன north canteen இடத த ல உள ளத,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,0,
CMP-03329,Boys Hostel Block A area la mattress damage aagiruku.,boys hostel block a area la mattress damage aagiruku,Hostel and Accommodation,Hostel Administration,High,Hostel,Boys Hostel Block A,1,CMP-02337
CMP-02481,Computer Laboratory இல் குழல் விளக்கு மின்னுகிறது. உடனடியாக நடவடிக்கை எடுக்கவும்.,computer laboratory இல க ழல வ ளக க ம ன ன க றத உடனட ய க நடவட க க எட க கவ ம,Electrical and Power,Electrical Maintenance,Low,Campus Building,Computer Laboratory,0,
CMP-01640,Hostel Block B la electrical panel pakkathula water leak aagudhu. Please check pannunga.,hostel block b la electrical panel pakkathula water leak aagudhu please check pannunga,Safety and Security,Security Office,Critical,Parking,Hostel Block B,0,
CMP-01040,There is a problem because the classroom has poor ventilation at Electronics Laboratory.,there is a problem because the classroom has poor ventilation at electronics laboratory,Classroom and Laboratory,Academic Infrastructure,Low,Classroom,Electronics Laboratory,0,
CMP-01316,அடையாள அட்டை கோரிக்கை தாமதமாகிறது பிரச்சனை Student Service Centre இடத்தில் உள்ளது.,அட ய ள அட ட க ர க க த மதம க றத ப ரச சன student service centre இடத த ல உள ளத,Administration and Documents,Administrative Office,Low,Office,Student Service Centre,0,
CMP-02991,Hostel Block B area la glass panel broken ah iruku.,hostel block b area la glass panel broken ah iruku,Safety and Security,Security Office,Critical,Hostel,Hostel Block B,0,
CMP-01543,ப்ரொஜெக்டர் காட்சி அளிக்கவில்லை பிரச்சனை C-204 இடத்தில் உள்ளது.,ப ர ஜ க டர க ட ச அள க கவ ல ல ப ரச சன c 204 இடத த ல உள ளத,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,C-204,0,
CMP-01061,There is a problem because the fee payment is not updated in the portal at Academic Office.,there is a problem because the fee payment is not updated in the portal at academic office,Administration and Documents,Administrative Office,Low,Office,Academic Office,0,
CMP-00042,There is a problem because the tube light is flickering at C-305.,there is a problem because the tube light is flickering at c 305,Electrical and Power,Electrical Maintenance,Medium,Classroom,C-305,0,
CMP-03671,corridor light eriyala at C-305. Kindly action edunga.,corridor light eriyala at c 305 kindly action edunga,Electrical and Power,Electrical Maintenance,Medium,Classroom,C-305,1,CMP-00042
CMP-00934,Boys Hostel Block B la room door lock broken ah iruku. Please check pannunga.,boys hostel block b la room door lock broken ah iruku please check pannunga,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Boys Hostel Block B,0,
CMP-02858,Central Library இல் இணைய இணைப்பு மிகவும் மெதுவாக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,central library இல இண ய இண ப ப ம கவ ம ம த வ க உள ளத உடனட ய க நடவட க க எட க கவ ம,Wi-Fi and IT Services,IT Support and Network Cell,Low,Hostel,Central Library,0,
CMP-02869,North Canteen area la drinking water dispenser work aagala.,north canteen area la drinking water dispenser work aagala,Food and Canteen,Canteen Committee,High,Canteen,North Canteen,0,
CMP-02221,I want to report that the toilet is blocked in Hostel Block B.,i want to report that the toilet is blocked in hostel block b,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Hostel,Hostel Block B,0,
CMP-02062,"Girls Hostel Washroom la washroom tap broken ah iruku, immediate ah solve pannunga.",girls hostel washroom la washroom tap broken ah iruku immediate ah solve pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Hostel,Girls Hostel Washroom,0,
CMP-01783,Computer Laboratory இல் மின்விசிறி வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,computer laboratory இல ம ன வ ச ற வ ல ச ய யவ ல ல உடனட ய க நடவட க க எட க கவ ம,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Computer Laboratory,0,
CMP-02877,There is a problem because the corridor is dirty at Girls Hostel Washroom.,there is a problem because the corridor is dirty at girls hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Canteen,Girls Hostel Washroom,0,
CMP-02225,There is a problem because the campus bus arrived late at Main Parking Area.,there is a problem because the campus bus arrived late at main parking area,Transport and Parking,Transport Cell,High,Parking,Main Parking Area,0,
CMP-00096,Please check the food appears unhygienic at Main Canteen.,please check the food appears unhygienic at main canteen,Food and Canteen,Canteen Committee,High,Canteen,Main Canteen,0,
CMP-00648,Computer Laboratory இல் மின்விசிறி வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,computer laboratory இல ம ன வ ச ற வ ல ச ய யவ ல ல உடனட ய க நடவட க க எட க கவ ம,Electrical and Power,Electrical Maintenance,Low,Campus Building,Computer Laboratory,0,
CMP-03804,I want to report that the laboratory computer cannot access the network in Central Library.,i want to report that the laboratory computer cannot access the network in central library,Wi-Fi and IT Services,IT Support and Network Cell,Low,Hostel,Central Library,1,CMP-02858
CMP-01511,I want to report that the corridor is dirty in Academic Block Corridor.,i want to report that the corridor is dirty in academic block corridor,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Campus Road,Academic Block Corridor,0,
CMP-00393,I want to report that the classroom bench is broken in C-204.,i want to report that the classroom bench is broken in c 204,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,C-204,0,
CMP-00510,Please check the tube light is flickering at Engineering Block.,please check the tube light is flickering at engineering block,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Engineering Block,0,
CMP-01318,I want to report that the Wi-Fi is not working in Hostel Block A.,i want to report that the wi fi is not working in hostel block a,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Laboratory,Hostel Block A,0,
CMP-02603,I want to report that the washroom tap is broken in Hostel Block A.,i want to report that the washroom tap is broken in hostel block a,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Hostel Block A,0,
CMP-01415,Please check water is leaking near an electrical panel at Campus Road.,please check water is leaking near an electrical panel at campus road,Safety and Security,Security Office,High,Campus Road,Campus Road,0,
CMP-01022,lab computer network connect aagala at AI Laboratory. Kindly action edunga.,lab computer network connect aagala at ai laboratory kindly action edunga,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Laboratory,AI Laboratory,0,
CMP-01622,Urgent attention is needed because the room door lock is broken in Girls Hostel Block B.,urgent attention is needed because the room door lock is broken in girls hostel block b,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block B,0,
CMP-03371,Girls Hostel Washroom இல் குழாயில் தண்ணீர் கசிகிறது. உடனடியாக நடவடிக்கை எடுக்கவும்.,girls hostel washroom இல க ழ ய ல தண ண ர கச க றத உடனட ய க நடவட க க எட க கவ ம,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Hostel,Girls Hostel Washroom,1,CMP-02062
CMP-02757,I want to report that the ERP login is failing in Hostel Block B.,i want to report that the erp login is failing in hostel block b,Wi-Fi and IT Services,IT Support and Network Cell,Low,Library,Hostel Block B,0,
CMP-01605,Library Entrance area la glass panel broken ah iruku.,library entrance area la glass panel broken ah iruku,Safety and Security,Security Office,Critical,Campus Road,Library Entrance,0,
CMP-01024,I want to report that the internet connection is very slow in Hostel Block B.,i want to report that the internet connection is very slow in hostel block b,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,Hostel Block B,0,
CMP-00662,There is a problem because there is no water supply at Hostel Block C.,there is a problem because there is no water supply at hostel block c,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Washroom,Hostel Block C,0,
CMP-02788,அறை கதவு பூட்டு உடைந்துள்ளது பிரச்சனை Boys Hostel Block B இடத்தில் உள்ளது.,அற கதவ ப ட ட உட ந த ள ளத ப ரச சன boys hostel block b இடத த ல உள ளத,Hostel and Accommodation,Hostel Administration,High,Hostel,Boys Hostel Block B,0,
CMP-00450,I want to report that the washroom tap is broken in Engineering Block.,i want to report that the washroom tap is broken in engineering block,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Hostel,Engineering Block,0,
CMP-02913,There is a problem because there is a power outage at C-305.,there is a problem because there is a power outage at c 305,Electrical and Power,Electrical Maintenance,High,Campus Building,C-305,0,
CMP-01937,Campus Road பகுதியில் கண்ணாடி பலகம் உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,campus road பக த ய ல கண ண ட பலகம உட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Safety and Security,Security Office,Low,Hostel,Campus Road,0,
CMP-02895,AI Laboratory பகுதியில் வைஃபை வேலை செய்யவில்லை. தயவுசெய்து சரிசெய்யவும்.,ai laboratory பக த ய ல வ ஃப வ ல ச ய யவ ல ல தயவ ச ய த சர ச ய யவ ம,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Hostel,AI Laboratory,0,
CMP-00108,Main Canteen area la water tank overflow aagudhu.,main canteen area la water tank overflow aagudhu,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Hostel,Main Canteen,0,
CMP-00009,Student Service Centre இல் பொனஃபைடு சான்றிதழ் கோரிக்கை நிலுவையில் உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,student service centre இல ப னஃப ட ச ன ற தழ க ர க க ந ல வ ய ல உள ளத உடனட ய க நடவட க க எட க கவ ம,Administration and Documents,Administrative Office,Medium,Office,Student Service Centre,0,
CMP-03661,North Canteen la canteen service romba slow ah iruku. Please check pannunga.,north canteen la canteen service romba slow ah iruku please check pannunga,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,1,CMP-00075
CMP-03672,There is a problem because the laboratory equipment is not functioning at C-204.,there is a problem because the laboratory equipment is not functioning at c 204,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,C-204,1,CMP-01543
CMP-01083,There is a problem because the corridor is dirty at Library Washroom.,there is a problem because the corridor is dirty at library washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Library Washroom,0,
CMP-03111,fan work aagala at Computer Laboratory. Kindly action edunga.,fan work aagala at computer laboratory kindly action edunga,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Computer Laboratory,1,CMP-01783
CMP-02279,Main Canteen பகுதியில் உணவு சுகாதாரமற்றதாக உள்ளது. தயவுசெய்து சரிசெய்யவும்.,main canteen பக த ய ல உணவ ச க த ரமற றத க உள ளத தயவ ச ய த சர ச ய யவ ம,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,0,
CMP-00917,There is a problem because the fee payment is not updated in the portal at Student Service Centre.,there is a problem because the fee payment is not updated in the portal at student service centre,Administration and Documents,Administrative Office,Low,Office,Student Service Centre,0,
CMP-03103,Urgent attention is needed because the mattress is damaged in Boys Hostel Block B.,urgent attention is needed because the mattress is damaged in boys hostel block b,Hostel and Accommodation,Hostel Administration,High,Hostel,Boys Hostel Block B,1,CMP-02788
CMP-02294,Urgent attention is needed because there is no parking space available in Main Parking Area.,urgent attention is needed because there is no parking space available in main parking area,Transport and Parking,Transport Cell,Low,Campus Road,Main Parking Area,0,
CMP-03699,C-204 area la projector display varala.,c 204 area la projector display varala,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,C-204,1,CMP-00393
CMP-00861,There is a problem because there is no parking space available at Route 1 Bus Stop.,there is a problem because there is no parking space available at route 1 bus stop,Transport and Parking,Transport Cell,Medium,Parking,Route 1 Bus Stop,0,
CMP-00146,Please check the classroom has poor ventilation at AI Laboratory.,please check the classroom has poor ventilation at ai laboratory,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,AI Laboratory,0,
CMP-00445,"Main Canteen la washroom tap broken ah iruku, immediate ah solve pannunga.",main canteen la washroom tap broken ah iruku immediate ah solve pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Campus Building,Main Canteen,0,
CMP-01920,There is a problem because garbage has accumulated at Parking Area.,there is a problem because garbage has accumulated at parking area,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Parking Area,0,
CMP-03040,Main Parking Area area la parking space illa.,main parking area area la parking space illa,Transport and Parking,Transport Cell,High,Parking,Main Parking Area,1,CMP-02225
CMP-03022,"Main Canteen la food quality poor ah iruku, immediate ah solve pannunga.",main canteen la food quality poor ah iruku immediate ah solve pannunga,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,1,CMP-02279
CMP-03330,Girls Hostel Block B பகுதியில் மெத்தை சேதமடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,girls hostel block b பக த ய ல ம த த ச தமட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block B,1,CMP-01622
CMP-00006,There is a problem because the bus is overcrowded at Route 3 Bus Stop.,there is a problem because the bus is overcrowded at route 3 bus stop,Transport and Parking,Transport Cell,High,Campus Road,Route 3 Bus Stop,0,
CMP-00270,Main Canteen area la washroom clean pannala.,main canteen area la washroom clean pannala,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Campus Road,Main Canteen,0,
CMP-02149,I want to report that the room has a damaged window in Boys Hostel Block B.,i want to report that the room has a damaged window in boys hostel block b,Hostel and Accommodation,Hostel Administration,High,Hostel,Boys Hostel Block B,0,
CMP-02015,Hostel Mess la food hygiene illa. Please check pannunga.,hostel mess la food hygiene illa please check pannunga,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,0,
CMP-00897,I want to report that the internet connection is very slow in Hostel Block B.,i want to report that the internet connection is very slow in hostel block b,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Library,Hostel Block B,0,
CMP-02009,bus romba crowded ah iruku at Route 3 Bus Stop. Kindly action edunga.,bus romba crowded ah iruku at route 3 bus stop kindly action edunga,Transport and Parking,Transport Cell,Medium,Parking,Route 3 Bus Stop,0,
CMP-02661,Urgent attention is needed because the ID card request is delayed in Accounts Office.,urgent attention is needed because the id card request is delayed in accounts office,Administration and Documents,Administrative Office,Low,Office,Accounts Office,0,
CMP-01281,Computer Laboratory la tube light flicker aagudhu. Please check pannunga.,computer laboratory la tube light flicker aagudhu please check pannunga,Electrical and Power,Electrical Maintenance,High,Laboratory,Computer Laboratory,0,
CMP-00337,வளாக பேருந்து தாமதமாக வந்தது பிரச்சனை Route 2 Bus Stop இடத்தில் உள்ளது.,வள க ப ர ந த த மதம க வந தத ப ரச சன route 2 bus stop இடத த ல உள ளத,Transport and Parking,Transport Cell,High,Parking,Route 2 Bus Stop,0,
CMP-03277,There is a problem because the ERP login is failing at AI Laboratory.,there is a problem because the erp login is failing at ai laboratory,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Hostel,AI Laboratory,1,CMP-02895
CMP-02695,I want to report that the food price is incorrect in Main Canteen.,i want to report that the food price is incorrect in main canteen,Food and Canteen,Canteen Committee,High,Canteen,Main Canteen,0,
CMP-02807,I want to report that there is a bad smell near the waste area in Academic Block Corridor.,i want to report that there is a bad smell near the waste area in academic block corridor,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Academic Block Corridor,0,
CMP-03459,food price wrong ah iruku at Main Canteen. Kindly action edunga.,food price wrong ah iruku at main canteen kindly action edunga,Food and Canteen,Canteen Committee,High,Canteen,Main Canteen,1,CMP-02695
CMP-02921,food price wrong ah iruku at North Canteen. Kindly action edunga.,food price wrong ah iruku at north canteen kindly action edunga,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,0,
CMP-02768,There is a problem because there is a power outage at Computer Laboratory.,there is a problem because there is a power outage at computer laboratory,Electrical and Power,Electrical Maintenance,Medium,Hostel,Computer Laboratory,0,
CMP-00340,Urgent attention is needed because the classroom bench is broken in Computer Laboratory.,urgent attention is needed because the classroom bench is broken in computer laboratory,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,Computer Laboratory,0,
CMP-01036,Please check there is no water supply at Girls Hostel Washroom.,please check there is no water supply at girls hostel washroom,Water and Plumbing,Plumbing and Civil Maintenance,High,Washroom,Girls Hostel Washroom,0,
CMP-00231,Hostel Block A area la pipe la water leak aagudhu.,hostel block a area la pipe la water leak aagudhu,Water and Plumbing,Plumbing and Civil Maintenance,Low,Hostel,Hostel Block A,0,
CMP-01565,Please check the classroom bench is broken at C-305.,please check the classroom bench is broken at c 305,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,C-305,0,
CMP-00261,I want to report that the toilet is blocked in Hostel Block B.,i want to report that the toilet is blocked in hostel block b,Water and Plumbing,Plumbing and Civil Maintenance,High,Hostel,Hostel Block B,0,
CMP-02870,Engineering Block பகுதியில் மின்பலகையின் அருகில் தண்ணீர் கசிகிறது. தயவுசெய்து சரிசெய்யவும்.,engineering block பக த ய ல ம ன பலக ய ன அர க ல தண ண ர கச க றத தயவ ச ய த சர ச ய யவ ம,Safety and Security,Security Office,Critical,Campus Road,Engineering Block,0,
CMP-01202,Please check the cupboard lock is not working at Boys Hostel Block B.,please check the cupboard lock is not working at boys hostel block b,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block B,0,
CMP-01676,குழாயில் தண்ணீர் கசிகிறது பிரச்சனை Hostel Block C இடத்தில் உள்ளது.,க ழ ய ல தண ண ர கச க றத ப ரச சன hostel block c இடத த ல உள ளத,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Hostel Block C,0,
CMP-00708,Student Service Centre இல் கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,student service centre இல கட டண ச ல த த தல தளத த ல ப த ப ப க கப படவ ல ல உடனட ய க நடவட க க எட க கவ ம,Administration and Documents,Administrative Office,Low,Office,Student Service Centre,0,
CMP-03898,Main Parking Area la bus romba crowded ah iruku. Please check pannunga.,main parking area la bus romba crowded ah iruku please check pannunga,Transport and Parking,Transport Cell,Low,Campus Road,Main Parking Area,1,CMP-02294
CMP-01611,College Entrance area la bus romba crowded ah iruku.,college entrance area la bus romba crowded ah iruku,Transport and Parking,Transport Cell,Medium,Parking,College Entrance,0,
CMP-01569,Urgent attention is needed because the room has a damaged window in Boys Hostel Block A.,urgent attention is needed because the room has a damaged window in boys hostel block a,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Boys Hostel Block A,0,
CMP-00982,There is a problem because the laboratory equipment is not functioning at C-204.,there is a problem because the laboratory equipment is not functioning at c 204,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,C-204,0,
CMP-02366,There is a problem because the projector is not displaying at C-204.,there is a problem because the projector is not displaying at c 204,Classroom and Laboratory,Academic Infrastructure,High,Classroom,C-204,0,
CMP-02805,There is a problem because the hostel room is not cleaned at Hostel Room 214.,there is a problem because the hostel room is not cleaned at hostel room 214,Hostel and Accommodation,Hostel Administration,Low,Hostel,Hostel Room 214,0,
CMP-00586,Urgent attention is needed because the fee payment is not updated in the portal in Student Service Centre.,urgent attention is needed because the fee payment is not updated in the portal in student service centre,Administration and Documents,Administrative Office,Critical,Office,Student Service Centre,0,
CMP-03696,Main Canteen பகுதியில் கழிவறை குழாய் உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,main canteen பக த ய ல கழ வற க ழ ய உட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Campus Building,Main Canteen,1,CMP-00445
CMP-02567,There is a problem because the mattress is damaged at Girls Hostel Block B.,there is a problem because the mattress is damaged at girls hostel block b,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block B,0,
CMP-03107,Hostel Mess இல் உணவு சுகாதாரமற்றதாக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel mess இல உணவ ச க த ரமற றத க உள ளத உடனட ய க நடவட க க எட க கவ ம,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,1,CMP-02015
CMP-00911,room clean pannala at Girls Hostel Block B. Kindly action edunga.,room clean pannala at girls hostel block b kindly action edunga,Hostel and Accommodation,Hostel Administration,Low,Hostel,Girls Hostel Block B,0,
CMP-01367,மின்விசிறி வேலை செய்யவில்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,ம ன வ ச ற வ ல ச ய யவ ல ல ப ரச சன hostel block b இடத த ல உள ளத,Electrical and Power,Electrical Maintenance,Critical,Laboratory,Hostel Block B,0,
CMP-02980,bus route notice illama change pannitanga at Route 2 Bus Stop. Kindly action edunga.,bus route notice illama change pannitanga at route 2 bus stop kindly action edunga,Transport and Parking,Transport Cell,Medium,Parking,Route 2 Bus Stop,0,
CMP-03478,Hostel Block B area la switch damage aagiruku.,hostel block b area la switch damage aagiruku,Electrical and Power,Electrical Maintenance,Critical,Laboratory,Hostel Block B,1,CMP-01367
CMP-02983,Hostel Block A la switch damage aagiruku. Please check pannunga.,hostel block a la switch damage aagiruku please check pannunga,Electrical and Power,Electrical Maintenance,Medium,Campus Building,Hostel Block A,0,
CMP-02849,washroom tap broken ah iruku at Engineering Block. Kindly action edunga.,washroom tap broken ah iruku at engineering block kindly action edunga,Water and Plumbing,Plumbing and Civil Maintenance,High,Hostel,Engineering Block,0,
CMP-01243,Urgent attention is needed because an unauthorized person entered the hostel area in Library Entrance.,urgent attention is needed because an unauthorized person entered the hostel area in library entrance,Safety and Security,Security Office,Critical,Campus Road,Library Entrance,0,
CMP-00676,Please check the bonafide certificate request is pending at Student Service Centre.,please check the bonafide certificate request is pending at student service centre,Administration and Documents,Administrative Office,Medium,Office,Student Service Centre,0,
CMP-03456,There is a problem because there is no parking space available at Route 2 Bus Stop.,there is a problem because there is no parking space available at route 2 bus stop,Transport and Parking,Transport Cell,High,Parking,Route 2 Bus Stop,1,CMP-00337
CMP-03254,Girls Hostel Block B இல் அறை கதவு பூட்டு உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,girls hostel block b இல அற கதவ ப ட ட உட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Hostel and Accommodation,Hostel Administration,Low,Hostel,Girls Hostel Block B,1,CMP-00911
CMP-02384,Urgent attention is needed because the laboratory computer cannot access the network in Hostel Block A.,urgent attention is needed because the laboratory computer cannot access the network in hostel block a,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Library,Hostel Block A,0,
CMP-02289,Main Canteen இல் குழாயில் தண்ணீர் கசிகிறது. உடனடியாக நடவடிக்கை எடுக்கவும்.,main canteen இல க ழ ய ல தண ண ர கச க றத உடனட ய க நடவட க க எட க கவ ம,Water and Plumbing,Plumbing and Civil Maintenance,High,Campus Building,Main Canteen,0,
CMP-02840,Please check the ID card request is delayed at Examination Cell.,please check the id card request is delayed at examination cell,Administration and Documents,Administrative Office,Low,Office,Examination Cell,0,
CMP-03023,There is a problem because the bus is overcrowded at Route 3 Bus Stop.,there is a problem because the bus is overcrowded at route 3 bus stop,Transport and Parking,Transport Cell,Medium,Parking,Route 3 Bus Stop,1,CMP-02009
CMP-02879,Boys Hostel Washroom பகுதியில் கழிவறை குழாய் உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,boys hostel washroom பக த ய ல கழ வற க ழ ய உட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Campus Building,Boys Hostel Washroom,0,
CMP-01203,Boys Hostel Washroom இல் நடைபாதை அழுக்காக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,boys hostel washroom இல நட ப த அழ க க க உள ளத உடனட ய க நடவட க க எட க கவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Low,Canteen,Boys Hostel Washroom,0,
CMP-01652,Accounts Office பகுதியில் கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,accounts office பக த ய ல கட டண ச ல த த தல தளத த ல ப த ப ப க கப படவ ல ல தயவ ச ய த சர ச ய யவ ம,Administration and Documents,Administrative Office,Medium,Office,Accounts Office,0,
CMP-02843,Hostel Block B la student portal load aagala. Please check pannunga.,hostel block b la student portal load aagala please check pannunga,Wi-Fi and IT Services,IT Support and Network Cell,High,Library,Hostel Block B,0,
CMP-03780,Urgent attention is needed because water is leaking from the pipe in Engineering Block.,urgent attention is needed because water is leaking from the pipe in engineering block,Water and Plumbing,Plumbing and Civil Maintenance,High,Hostel,Engineering Block,1,CMP-02849
CMP-00380,Route 2 Bus Stop இல் வளாக பேருந்து தாமதமாக வந்தது. உடனடியாக நடவடிக்கை எடுக்கவும்.,route 2 bus stop இல வள க ப ர ந த த மதம க வந தத உடனட ய க நடவட க க எட க கவ ம,Transport and Parking,Transport Cell,Medium,Campus Road,Route 2 Bus Stop,0,
CMP-00307,Please check the food quality is poor at North Canteen.,please check the food quality is poor at north canteen,Food and Canteen,Canteen Committee,Low,Canteen,North Canteen,0,
CMP-02307,Please check the corridor is dirty at Boys Hostel Washroom.,please check the corridor is dirty at boys hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Canteen,Boys Hostel Washroom,0,
CMP-00127,Boys Hostel Block A பகுதியில் அறை கதவு பூட்டு உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,boys hostel block a பக த ய ல அற கதவ ப ட ட உட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Hostel and Accommodation,Hostel Administration,Critical,Hostel,Boys Hostel Block A,0,
CMP-02813,Urgent attention is needed because the corridor light is not working in Hostel Block B.,urgent attention is needed because the corridor light is not working in hostel block b,Electrical and Power,Electrical Maintenance,Low,Laboratory,Hostel Block B,0,
CMP-02201,Urgent attention is needed because the corridor light is not working in C-305.,urgent attention is needed because the corridor light is not working in c 305,Electrical and Power,Electrical Maintenance,Medium,Laboratory,C-305,0,
CMP-01349,I want to report that the classroom bench is broken in AI Laboratory.,i want to report that the classroom bench is broken in ai laboratory,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,AI Laboratory,0,
