complaint_id,created_at,complaint_text,category,language,actual_is_duplicate,actual_duplicate_of_id,top_match_id,top_similarity,candidate_ids,original_rank,top1_exact_original_match,top5_exact_original_match
CMP-03459,2026-07-18 21:24:00,food price wrong ah iruku at Main Canteen. Kindly action edunga.,Food and Canteen,ta_en,1,CMP-02695,CMP-02137,1.0,CMP-02137|CMP-02385|CMP-03204|CMP-00512|CMP-00572,,0,0
CMP-02921,2026-07-19 08:42:00,food price wrong ah iruku at North Canteen. Kindly action edunga.,Food and Canteen,ta_en,0,,CMP-03204,1.0,CMP-03204|CMP-03459|CMP-02137|CMP-02385|CMP-03728,,0,0
CMP-02768,2026-07-19 09:03:00,There is a problem because there is a power outage at Computer Laboratory.,Electrical and Power,en,0,,CMP-00323,1.0,CMP-00323|CMP-01561|CMP-02685|CMP-01755|CMP-02756,,0,0
CMP-00340,2026-07-19 09:07:00,Urgent attention is needed because the classroom bench is broken in Computer Laboratory.,Classroom and Laboratory,en,0,,CMP-01784,1.0,CMP-01784|CMP-01133|CMP-01221|CMP-03168|CMP-00858,,0,0
CMP-01036,2026-07-19 09:55:00,Please check there is no water supply at Girls Hostel Washroom.,Water and Plumbing,en,0,,CMP-02209,0.9401,CMP-02209|CMP-01361|CMP-00786|CMP-01038|CMP-01377,,0,0
CMP-00231,2026-07-19 11:08:00,Hostel Block A area la pipe la water leak aagudhu.,Water and Plumbing,ta_en,0,,CMP-01118,1.0,CMP-01118|CMP-02176|CMP-00559|CMP-03526|CMP-02112,,0,0
CMP-01565,2026-07-19 11:53:00,Please check the classroom bench is broken at C-305.,Classroom and Laboratory,en,0,,CMP-01206,1.0,CMP-01206|CMP-00320|CMP-00718|CMP-00357|CMP-00684,,0,0
CMP-00261,2026-07-19 11:54:00,I want to report that the toilet is blocked in Hostel Block B.,Water and Plumbing,en,0,,CMP-02221,1.0,CMP-02221|CMP-00405|CMP-02696|CMP-00162|CMP-01959,,0,0
CMP-02870,2026-07-19 12:01:00,Engineering Block பகுதியில் மின்பலகையின் அருகில் தண்ணீர் கசிகிறது. தயவுசெய்து சரிசெய்யவும்.,Safety and Security,ta,0,,CMP-01160,1.0,CMP-01160|CMP-03685|CMP-02645|CMP-01341|CMP-03150,,0,0
CMP-03064,2026-07-19 12:01:00,Engineering Block இல் மின்விசிறி வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,Electrical and Power,ta,1,CMP-01475,CMP-00679,1.0,CMP-00679|CMP-03507|CMP-00433|CMP-03394|CMP-03003,,0,0
CMP-01202,2026-07-19 12:05:00,Please check the cupboard lock is not working at Boys Hostel Block B.,Hostel and Accommodation,en,0,,CMP-02548,0.9462,CMP-02548|CMP-00643|CMP-02479|CMP-03447|CMP-01305,,0,0
CMP-01899,2026-07-19 12:42:00,Boys Hostel Washroom இல் கழிவறை சுத்தம் செய்யப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,Cleanliness and Waste,ta,0,,CMP-03358,1.0,CMP-03358|CMP-02098|CMP-00094|CMP-03532|CMP-02272,,0,0
CMP-02152,2026-07-19 13:15:00,Please check the classroom has poor ventilation at C-305.,Classroom and Laboratory,en,0,,CMP-02641,1.0,CMP-02641|CMP-02454|CMP-02715|CMP-00437|CMP-03842,,0,0
CMP-01676,2026-07-19 13:50:00,குழாயில் தண்ணீர் கசிகிறது பிரச்சனை Hostel Block C இடத்தில் உள்ளது.,Water and Plumbing,ta,0,,CMP-03616,1.0,CMP-03616|CMP-02165|CMP-03337|CMP-03362|CMP-01670,,0,0
CMP-03081,2026-07-19 14:13:00,Girls Hostel Block A பகுதியில் அறை சுத்தம் செய்யப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,Hostel and Accommodation,ta,1,CMP-02968,CMP-01972,1.0,CMP-01972|CMP-03316|CMP-01195|CMP-00209|CMP-03849,,0,0
CMP-00708,2026-07-19 14:25:00,Student Service Centre இல் கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,Administration and Documents,ta,0,,CMP-00735,1.0,CMP-00735|CMP-00009|CMP-00466|CMP-00848|CMP-00567,,0,0
CMP-00278,2026-07-19 16:04:00,Hostel Block B la fan work aagala. Please check pannunga.,Electrical and Power,ta_en,0,,CMP-03513,0.9664,CMP-03513|CMP-02658|CMP-03053|CMP-00036|CMP-00656,,0,0
CMP-03898,2026-07-19 16:11:00,Main Parking Area la bus romba crowded ah iruku. Please check pannunga.,Transport and Parking,ta_en,1,CMP-02294,CMP-02592,0.9365,CMP-02592|CMP-00322|CMP-00477|CMP-02248|CMP-01521,,0,0
CMP-01611,2026-07-19 19:06:00,College Entrance area la bus romba crowded ah iruku.,Transport and Parking,ta_en,0,,CMP-02801,1.0,CMP-02801|CMP-00792|CMP-00477|CMP-01405|CMP-00867,,0,0
CMP-00979,2026-07-19 19:31:00,North Canteen area la drinking water dispenser work aagala.,Food and Canteen,ta_en,0,,CMP-02869,1.0,CMP-02869|CMP-03235|CMP-01331|CMP-01941|CMP-03794,,0,0
CMP-01569,2026-07-19 20:15:00,Urgent attention is needed because the room has a damaged window in Boys Hostel Block A.,Hostel and Accommodation,en,0,,CMP-00940,0.9935,CMP-00940|CMP-00655|CMP-01864|CMP-01053|CMP-01354,,0,0
CMP-03413,2026-07-20 01:06:00,There is a problem because the tube light is flickering at Hostel Block B.,Electrical and Power,en,1,CMP-00278,CMP-02223,0.982,CMP-02223|CMP-00478|CMP-00829|CMP-01335|CMP-02134,,0,0
CMP-00982,2026-07-20 08:20:00,There is a problem because the laboratory equipment is not functioning at C-204.,Classroom and Laboratory,en,0,,CMP-03672,1.0,CMP-03672|CMP-01100|CMP-03555|CMP-02575|CMP-02138,,0,0
CMP-02366,2026-07-20 10:01:00,There is a problem because the projector is not displaying at C-204.,Classroom and Laboratory,en,0,,CMP-02358,0.9238,CMP-02358|CMP-02819|CMP-02637|CMP-02227|CMP-01426,,0,0
CMP-02805,2026-07-20 10:54:00,There is a problem because the hostel room is not cleaned at Hostel Room 214.,Hostel and Accommodation,en,0,,CMP-01734,1.0,CMP-01734|CMP-03894|CMP-01380|CMP-02721|CMP-01517,,0,0
CMP-00586,2026-07-20 11:34:00,Urgent attention is needed because the fee payment is not updated in the portal in Student Service Centre.,Administration and Documents,en,0,,CMP-01047,1.0,CMP-01047|CMP-01461|CMP-00386|CMP-01429|CMP-03243,,0,0
CMP-02755,2026-07-20 11:40:00,Girls Hostel Block B la window damage aagiruku. Please check pannunga.,Hostel and Accommodation,ta_en,0,,CMP-03174,1.0,CMP-03174|CMP-03609|CMP-03471|CMP-03289|CMP-02362,,0,0
CMP-03696,2026-07-20 12:24:00,Main Canteen பகுதியில் கழிவறை குழாய் உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,Water and Plumbing,ta,1,CMP-00445,CMP-00029,1.0,CMP-00029|CMP-02899|CMP-03480|CMP-03896|CMP-03528,,0,0
CMP-02567,2026-07-20 13:40:00,There is a problem because the mattress is damaged at Girls Hostel Block B.,Hostel and Accommodation,en,0,,CMP-01665,0.99,CMP-01665|CMP-02785|CMP-01289|CMP-02863|CMP-02511,,0,0
CMP-03107,2026-07-20 14:12:00,Hostel Mess இல் உணவு சுகாதாரமற்றதாக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Food and Canteen,ta,1,CMP-02015,CMP-01780,1.0,CMP-01780|CMP-00619|CMP-01683|CMP-02326|CMP-03565,,0,0
CMP-00911,2026-07-20 14:42:00,room clean pannala at Girls Hostel Block B. Kindly action edunga.,Hostel and Accommodation,ta_en,0,,CMP-00938,1.0,CMP-00938|CMP-03871|CMP-02404|CMP-02127|CMP-02445,,0,0
CMP-01367,2026-07-20 15:23:00,மின்விசிறி வேலை செய்யவில்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,Electrical and Power,ta,0,,CMP-01153,1.0,CMP-01153|CMP-01782|CMP-02085|CMP-03224|CMP-01448,,0,0
CMP-00813,2026-07-20 16:19:00,Please check the toilet is blocked at Girls Hostel Washroom.,Water and Plumbing,en,0,,CMP-00919,0.9281,CMP-00919|CMP-00936|CMP-01302|CMP-00162|CMP-01806,,0,0
CMP-01193,2026-07-20 16:41:00,Please check water is leaking from the pipe at Engineering Block.,Water and Plumbing,en,0,,CMP-02185,1.0,CMP-02185|CMP-00742|CMP-02596|CMP-01739|CMP-03419,,0,0
CMP-02980,2026-07-20 17:24:00,bus route notice illama change pannitanga at Route 2 Bus Stop. Kindly action edunga.,Transport and Parking,ta_en,0,,CMP-00487,1.0,CMP-00487|CMP-03549|CMP-00461|CMP-00854|CMP-03165,,0,0
CMP-03478,2026-07-20 17:32:00,Hostel Block B area la switch damage aagiruku.,Electrical and Power,ta_en,1,CMP-01367,CMP-03076,1.0,CMP-03076|CMP-01339|CMP-00716|CMP-01777|CMP-00840,,0,0
CMP-02983,2026-07-20 18:51:00,Hostel Block A la switch damage aagiruku. Please check pannunga.,Electrical and Power,ta_en,0,,CMP-00716,1.0,CMP-00716|CMP-03478|CMP-03076|CMP-01339|CMP-02957,,0,0
CMP-02849,2026-07-20 19:15:00,washroom tap broken ah iruku at Engineering Block. Kindly action edunga.,Water and Plumbing,ta_en,0,,CMP-02822,1.0,CMP-02822|CMP-03790|CMP-03554|CMP-00866|CMP-01144,,0,0
CMP-01243,2026-07-20 19:43:00,Urgent attention is needed because an unauthorized person entered the hostel area in Library Entrance.,Safety and Security,en,0,,CMP-03454,1.0,CMP-03454|CMP-00731|CMP-01839|CMP-01439|CMP-01700,,0,0
CMP-01845,2026-07-20 20:28:00,Girls Hostel Washroom பகுதியில் கழிவறை அடைத்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,Water and Plumbing,ta,0,,CMP-01642,1.0,CMP-01642|CMP-02349|CMP-01654|CMP-02406|CMP-00446,,0,0
CMP-00676,2026-07-20 20:33:00,Please check the bonafide certificate request is pending at Student Service Centre.,Administration and Documents,en,0,,CMP-00053,1.0,CMP-00053|CMP-00304|CMP-01244|CMP-02401|CMP-00886,,0,0
CMP-03456,2026-07-20 21:08:00,There is a problem because there is no parking space available at Route 2 Bus Stop.,Transport and Parking,en,1,CMP-00337,CMP-01562,1.0,CMP-01562|CMP-03807|CMP-00861|CMP-00441|CMP-00515,,0,0
CMP-03254,2026-07-20 21:34:00,Girls Hostel Block B இல் அறை கதவு பூட்டு உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Hostel and Accommodation,ta,1,CMP-00911,CMP-01615,0.9935,CMP-01615|CMP-00669|CMP-03862|CMP-03536|CMP-01275,,0,0
CMP-02705,2026-07-21 08:00:00,Please check the room has a damaged window at Boys Hostel Block A.,Hostel and Accommodation,en,0,,CMP-03032,0.9943,CMP-03032|CMP-00316|CMP-01369|CMP-03775|CMP-00100,,0,0
CMP-02384,2026-07-21 08:37:00,Urgent attention is needed because the laboratory computer cannot access the network in Hostel Block A.,Wi-Fi and IT Services,en,0,,CMP-02914,0.882,CMP-02914|CMP-02613|CMP-03556|CMP-03291|CMP-01326,,0,0
CMP-02289,2026-07-21 08:53:00,Main Canteen இல் குழாயில் தண்ணீர் கசிகிறது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Water and Plumbing,ta,0,,CMP-01833,1.0,CMP-01833|CMP-03583|CMP-01168|CMP-03105|CMP-03149,,0,0
CMP-01563,2026-07-21 10:02:00,Please check there is a power outage at Hostel Block B.,Electrical and Power,en,0,,CMP-03658,1.0,CMP-03658|CMP-01888|CMP-02842|CMP-00093|CMP-00821,,0,0
CMP-02840,2026-07-21 10:11:00,Please check the ID card request is delayed at Examination Cell.,Administration and Documents,en,0,,CMP-00797,1.0,CMP-00797|CMP-03472|CMP-00196|CMP-03000|CMP-00019,,0,0
CMP-03023,2026-07-21 10:57:00,There is a problem because the bus is overcrowded at Route 3 Bus Stop.,Transport and Parking,en,1,CMP-02009,CMP-00006,1.0,CMP-00006|CMP-03324|CMP-00394|CMP-01754|CMP-03743,,0,0
CMP-02879,2026-07-21 11:34:00,Boys Hostel Washroom பகுதியில் கழிவறை குழாய் உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,Water and Plumbing,ta,0,,CMP-03151,1.0,CMP-03151|CMP-00094|CMP-02098|CMP-03532|CMP-02272,,0,0
CMP-01203,2026-07-21 11:46:00,Boys Hostel Washroom இல் நடைபாதை அழுக்காக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Cleanliness and Waste,ta,0,,CMP-01345,1.0,CMP-01345|CMP-00855|CMP-02829|CMP-01899|CMP-03358,,0,0
CMP-02051,2026-07-21 12:25:00,Main Canteen la washroom tap broken ah iruku. Please check pannunga.,Water and Plumbing,ta_en,0,,CMP-00443,1.0,CMP-00443|CMP-02537|CMP-00445|CMP-00475|CMP-01408,,0,0
CMP-01299,2026-07-21 12:39:00,Parking Area இல் மின்பலகையின் அருகில் தண்ணீர் கசிகிறது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Safety and Security,ta,0,,CMP-03024,1.0,CMP-03024|CMP-03627|CMP-03737|CMP-00051|CMP-03899,,0,0
CMP-01652,2026-07-21 12:48:00,Accounts Office பகுதியில் கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,Administration and Documents,ta,0,,CMP-00404,1.0,CMP-00404|CMP-03663|CMP-01523|CMP-03247|CMP-00939,,0,0
CMP-02843,2026-07-21 13:53:00,Hostel Block B la student portal load aagala. Please check pannunga.,Wi-Fi and IT Services,ta_en,0,,CMP-00622,0.916,CMP-00622|CMP-02704|CMP-01960|CMP-00823|CMP-01957,,0,0
CMP-03780,2026-07-21 13:59:00,Urgent attention is needed because water is leaking from the pipe in Engineering Block.,Water and Plumbing,en,1,CMP-02849,CMP-02070,1.0,CMP-02070|CMP-00548|CMP-00652|CMP-00490|CMP-03557,,0,0
CMP-00380,2026-07-21 14:09:00,Route 2 Bus Stop இல் வளாக பேருந்து தாமதமாக வந்தது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Transport and Parking,ta,0,,CMP-00257,1.0,CMP-00257|CMP-03801|CMP-03320|CMP-02766|CMP-00969,,0,0
CMP-01271,2026-07-21 15:46:00,அறிவிப்பின்றி பேருந்து பாதை மாற்றப்பட்டது பிரச்சனை Main Parking Area இடத்தில் உள்ளது.,Transport and Parking,ta,0,,CMP-02809,1.0,CMP-02809|CMP-02398|CMP-03296|CMP-01648|CMP-03317,,0,0
CMP-02864,2026-07-21 15:49:00,Engineering Block பகுதியில் கழிவறை அடைத்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,Water and Plumbing,ta,0,,CMP-03237,0.946,CMP-03237|CMP-01713|CMP-02789|CMP-00904|CMP-01625,,0,0
CMP-03722,2026-07-21 16:31:00,I want to report that there is no water supply in Main Canteen.,Water and Plumbing,en,1,CMP-02051,CMP-01397,1.0,CMP-01397|CMP-01498|CMP-01059|CMP-00463|CMP-01770,,0,0
CMP-01037,2026-07-21 18:06:00,Please check the drinking water dispenser is not working at North Canteen.,Food and Canteen,en,0,,CMP-02260,1.0,CMP-02260|CMP-01910|CMP-02041|CMP-00998|CMP-01509,,0,0
CMP-00307,2026-07-21 18:19:00,Please check the food quality is poor at North Canteen.,Food and Canteen,en,0,,CMP-02794,1.0,CMP-02794|CMP-00599|CMP-02693|CMP-00251|CMP-00717,,0,0
CMP-02307,2026-07-22 08:05:00,Please check the corridor is dirty at Boys Hostel Washroom.,Cleanliness and Waste,en,0,,CMP-01383,0.9381,CMP-01383|CMP-01124|CMP-01392|CMP-01258|CMP-00309,,0,0
CMP-03338,2026-07-22 09:19:00,C-305 area la AC work aagala.,Classroom and Laboratory,ta_en,1,CMP-02152,CMP-00538,1.0,CMP-00538|CMP-02169|CMP-02106|CMP-01834|CMP-03263,,0,0
CMP-03195,2026-07-22 09:34:00,Please check there is a broken glass panel at Parking Area.,Safety and Security,en,1,CMP-01299,CMP-02067,1.0,CMP-02067|CMP-02396|CMP-03414|CMP-01459|CMP-01774,,0,0
CMP-00533,2026-07-22 10:01:00,AI Laboratory இல் மாணவர் தளம் திறக்கவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,Wi-Fi and IT Services,ta,0,,CMP-03183,0.9445,CMP-03183|CMP-01804|CMP-00048|CMP-02873|CMP-00086,,0,0
CMP-01505,2026-07-22 10:12:00,I want to report that there is no water supply in Hostel Block B.,Water and Plumbing,en,0,,CMP-00869,1.0,CMP-00869|CMP-00113|CMP-03314|CMP-01575|CMP-01154,,0,0
CMP-00127,2026-07-22 10:15:00,Boys Hostel Block A பகுதியில் அறை கதவு பூட்டு உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,Hostel and Accommodation,ta,0,,CMP-02337,1.0,CMP-02337|CMP-02943|CMP-02241|CMP-00054|CMP-00526,,0,0
CMP-02813,2026-07-22 11:13:00,Urgent attention is needed because the corridor light is not working in Hostel Block B.,Electrical and Power,en,0,,CMP-02412,1.0,CMP-02412|CMP-02654|CMP-00018|CMP-01335|CMP-02134,,0,0
CMP-02201,2026-07-22 11:15:00,Urgent attention is needed because the corridor light is not working in C-305.,Electrical and Power,en,0,,CMP-01357,1.0,CMP-01357|CMP-02492|CMP-03031|CMP-00929|CMP-02412,,0,0
CMP-01349,2026-07-22 11:20:00,I want to report that the classroom bench is broken in AI Laboratory.,Classroom and Laboratory,en,0,,CMP-02935,1.0,CMP-02935|CMP-02309|CMP-02765|CMP-01140|CMP-00055,,0,0
CMP-00423,2026-07-22 12:34:00,Campus Road இல் மின்பலகையின் அருகில் தண்ணீர் கசிகிறது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Safety and Security,ta,0,,CMP-01970,1.0,CMP-01970|CMP-03331|CMP-01423|CMP-01341|CMP-03024,,0,0
CMP-02664,2026-07-22 12:58:00,food price wrong ah iruku at Hostel Mess. Kindly action edunga.,Food and Canteen,ta_en,0,,CMP-03550,1.0,CMP-03550|CMP-00776|CMP-03459|CMP-02137|CMP-02385,,0,0
CMP-00755,2026-07-22 13:53:00,There is a problem because the ERP login is failing at Central Library.,Wi-Fi and IT Services,en,0,,CMP-02534,1.0,CMP-02534|CMP-01610|CMP-00770|CMP-00091|CMP-02804,,0,0
CMP-01336,2026-07-22 14:16:00,Examination Cell la scholarship status update aagala. Please check pannunga.,Administration and Documents,ta_en,0,,CMP-00200,1.0,CMP-00200|CMP-02139|CMP-02233|CMP-01028|CMP-02758,,0,0
CMP-02744,2026-07-22 15:09:00,I want to report that the electrical switch is damaged in Computer Laboratory.,Electrical and Power,en,0,,CMP-02881,0.9297,CMP-02881|CMP-00296|CMP-01571|CMP-00104|CMP-01709,,0,0
CMP-01095,2026-07-22 16:56:00,"Main Parking Area la bus route notice illama change pannitanga, immediate ah solve pannunga.",Transport and Parking,ta_en,0,,CMP-01431,0.9509,CMP-01431|CMP-02779|CMP-01599|CMP-02727|CMP-02872,,0,0
CMP-03085,2026-07-22 16:56:00,I want to report that the fee payment is not updated in the portal in Accounts Office.,Administration and Documents,en,1,CMP-01652,CMP-01237,0.9182,CMP-01237|CMP-00970|CMP-00956|CMP-01242|CMP-02487,,0,0
CMP-02395,2026-07-22 17:17:00,கழிவறை அடைத்துள்ளது பிரச்சனை Main Canteen இடத்தில் உள்ளது.,Water and Plumbing,ta,0,,CMP-03896,0.9882,CMP-03896|CMP-03480|CMP-01919|CMP-00071|CMP-03875,,0,0
CMP-02114,2026-07-22 17:27:00,Urgent attention is needed because the hostel room is not cleaned in Hostel Room 312.,Hostel and Accommodation,en,0,,CMP-02723,1.0,CMP-02723|CMP-00069|CMP-03117|CMP-01477|CMP-02987,,0,0
CMP-00458,2026-07-22 20:30:00,I want to report that the ceiling fan is not working in C-305.,Electrical and Power,en,0,,CMP-00465,1.0,CMP-00465|CMP-03767|CMP-02433|CMP-01074|CMP-02995,,0,0
CMP-03216,2026-07-23 04:52:00,There is a problem because there is no water supply at Girls Hostel Washroom.,Water and Plumbing,en,1,CMP-01845,CMP-02209,0.9339,CMP-02209|CMP-01036|CMP-03570|CMP-01377|CMP-01449,,0,0
CMP-03542,2026-07-23 08:04:00,Please check the corridor is dirty at Boys Hostel Washroom.,Cleanliness and Waste,en,1,CMP-01203,CMP-02307,1.0,CMP-02307|CMP-01383|CMP-01124|CMP-01392|CMP-01258,,0,0
CMP-00966,2026-07-23 11:10:00,Hostel Block B இல் வைஃபை வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,Wi-Fi and IT Services,ta,0,,CMP-02930,1.0,CMP-02930|CMP-00459|CMP-01837|CMP-03305|CMP-01626,,0,0
CMP-00456,2026-07-23 11:48:00,I want to report that the dustbin is overflowing in Main Canteen.,Cleanliness and Waste,en,0,,CMP-03517,1.0,CMP-03517|CMP-01097|CMP-01159|CMP-02046|CMP-03551,,0,0
CMP-03230,2026-07-23 13:33:00,உணவின் தரம் மோசமாக உள்ளது பிரச்சனை North Canteen இடத்தில் உள்ளது.,Food and Canteen,ta,1,CMP-01037,CMP-02449,1.0,CMP-02449|CMP-03650|CMP-02206|CMP-02465|CMP-00101,,0,0
CMP-01802,2026-07-23 13:54:00,Route 2 Bus Stop பகுதியில் வளாக பேருந்து தாமதமாக வந்தது. தயவுசெய்து சரிசெய்யவும்.,Transport and Parking,ta,0,,CMP-02418,1.0,CMP-02418|CMP-01825|CMP-00969|CMP-02032|CMP-00454,,0,0
CMP-03162,2026-07-23 13:56:00,Route 2 Bus Stop இல் அறிவிப்பின்றி பேருந்து பாதை மாற்றப்பட்டது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Transport and Parking,ta,1,CMP-02980,CMP-02459,0.9423,CMP-02459|CMP-02266|CMP-01906|CMP-01443|CMP-00563,,0,0
CMP-01187,2026-07-23 15:17:00,There is a problem because the food price is incorrect at Main Canteen.,Food and Canteen,en,0,,CMP-01177,1.0,CMP-01177|CMP-00793|CMP-02741|CMP-02547|CMP-02441,,0,0
CMP-03610,2026-07-23 15:44:00,ERP login aagala at AI Laboratory. Kindly action edunga.,Wi-Fi and IT Services,ta_en,1,CMP-00533,CMP-02730,1.0,CMP-02730|CMP-01039|CMP-00013|CMP-01730|CMP-03398,,0,0
CMP-00851,2026-07-23 16:20:00,கழிவறை சுத்தம் செய்யப்படவில்லை பிரச்சனை Boys Hostel Washroom இடத்தில் உள்ளது.,Cleanliness and Waste,ta,0,,CMP-01647,1.0,CMP-01647|CMP-00309|CMP-02609|CMP-00365|CMP-02098,,0,0
CMP-02598,2026-07-23 16:56:00,Please check the food price is incorrect at Main Canteen.,Food and Canteen,en,0,,CMP-01699,1.0,CMP-01699|CMP-02495|CMP-00436|CMP-02547|CMP-00233,,0,0
CMP-00675,2026-07-23 17:11:00,North Canteen இல் உணவின் விலை தவறாக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Food and Canteen,ta,0,,CMP-02690,0.9414,CMP-02690|CMP-03630|CMP-02473|CMP-02948|CMP-00063,,0,0
CMP-00115,2026-07-23 17:29:00,Please check the projector is not displaying at C-204.,Classroom and Laboratory,en,0,,CMP-01697,0.9347,CMP-01697|CMP-02366|CMP-02637|CMP-02227|CMP-01426,,0,0
CMP-01890,2026-07-23 20:22:00,I want to report that the food price is incorrect in Main Canteen.,Food and Canteen,en,0,,CMP-00793,1.0,CMP-00793|CMP-02741|CMP-02547|CMP-00233|CMP-02441,,0,0
CMP-00579,2026-07-23 20:45:00,Route 1 Bus Stop la campus bus late ah vandhuchu. Please check pannunga.,Transport and Parking,ta_en,0,,CMP-01308,1.0,CMP-01308|CMP-02192|CMP-02172|CMP-01236|CMP-02707,,0,0
CMP-00308,2026-07-23 20:54:00,corridor light eriyala at Hostel Block B. Kindly action edunga.,Electrical and Power,ta_en,0,,CMP-02748,1.0,CMP-02748|CMP-03880|CMP-00799|CMP-01618|CMP-03319,,0,0
CMP-03739,2026-07-24 04:21:00,There is a problem because water is leaking from the pipe at Main Canteen.,Water and Plumbing,en,1,CMP-02289,CMP-01186,1.0,CMP-01186|CMP-03673|CMP-02321|CMP-01352|CMP-00243,,0,0
CMP-01760,2026-07-24 08:21:00,There is a problem because the bus is overcrowded at Route 1 Bus Stop.,Transport and Parking,en,0,,CMP-02167,1.0,CMP-02167|CMP-03743|CMP-03301|CMP-00564|CMP-02963,,0,0
CMP-01249,2026-07-24 08:38:00,கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை பிரச்சனை Academic Office இடத்தில் உள்ளது.,Administration and Documents,ta,0,,CMP-02754,1.0,CMP-02754|CMP-03355|CMP-02962|CMP-02857|CMP-00267,,0,0
CMP-02561,2026-07-24 09:11:00,Urgent attention is needed because the ceiling fan is not working in C-305.,Electrical and Power,en,0,,CMP-00924,1.0,CMP-00924|CMP-02344|CMP-01074|CMP-00465|CMP-03767,,0,0
CMP-01746,2026-07-24 09:23:00,Main Gate இல் வளாக தெருவிளக்கு வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,Safety and Security,ta,0,,CMP-00241,1.0,CMP-00241|CMP-01382|CMP-03515|CMP-02228|CMP-00431,,0,0
CMP-02647,2026-07-24 09:48:00,Accounts Office la marksheet correction pending la iruku. Please check pannunga.,Administration and Documents,ta_en,0,,CMP-01126,0.9102,CMP-01126|CMP-00836|CMP-01874|CMP-03637|CMP-02224,,0,0
CMP-00281,2026-07-24 10:07:00,Please check a vehicle is blocking the campus entrance at Main Parking Area.,Transport and Parking,en,0,,CMP-03326,1.0,CMP-03326|CMP-00062|CMP-01560|CMP-02345|CMP-03643,,0,0
CMP-03435,2026-07-24 10:30:00,classroom bench broken ah iruku at AI Laboratory. Kindly action edunga.,Classroom and Laboratory,ta_en,1,CMP-01349,CMP-02769,1.0,CMP-02769|CMP-00997|CMP-02329|CMP-01140|CMP-02530,,0,0
CMP-00435,2026-07-24 12:18:00,Main Parking Area la vehicle campus entrance block pannudhu. Please check pannunga.,Transport and Parking,ta_en,0,,CMP-03072,0.9332,CMP-03072|CMP-01411|CMP-00591|CMP-03473|CMP-01792,,0,0
CMP-02526,2026-07-24 13:00:00,Library Washroom இல் நடைபாதை அழுக்காக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Cleanliness and Waste,ta,0,,CMP-00353,0.9376,CMP-00353|CMP-02382|CMP-03758|CMP-03364|CMP-02143,,0,0
CMP-02493,2026-07-24 14:36:00,Urgent attention is needed because the room has a damaged window in Boys Hostel Block A.,Hostel and Accommodation,en,0,,CMP-01569,1.0,CMP-01569|CMP-00940|CMP-00655|CMP-01864|CMP-01053,,0,0
CMP-03488,2026-07-24 15:14:00,There is a problem because there is no parking space available at Main Parking Area.,Transport and Parking,en,1,CMP-01271,CMP-00421,1.0,CMP-00421|CMP-03865|CMP-01536|CMP-02469|CMP-03296,,0,0
CMP-01476,2026-07-24 17:51:00,Please check the cupboard lock is not working at Girls Hostel Block B.,Hostel and Accommodation,en,0,,CMP-03447,1.0,CMP-03447|CMP-01305|CMP-01165|CMP-03135|CMP-01202,,0,0
CMP-02491,2026-07-24 18:38:00,C-305 பகுதியில் ப்ரொஜெக்டர் காட்சி அளிக்கவில்லை. தயவுசெய்து சரிசெய்யவும்.,Classroom and Laboratory,ta,0,,CMP-01559,1.0,CMP-01559|CMP-01811|CMP-02049|CMP-03665|CMP-00580,,0,0
CMP-00474,2026-07-24 18:44:00,"Boys Hostel Washroom la water tank overflow aagudhu, immediate ah solve pannunga.",Water and Plumbing,ta_en,0,,CMP-01533,0.9449,CMP-01533|CMP-00409|CMP-01277|CMP-00665|CMP-02668,,0,0
